Zipcode,City,Area ID,Area Name,Crime Code,Crime Code Description,Date Occurred,Date Reported,DR #,Latitude,Longitude,Location,MO Code,Premise Code,Reporting District,Time Occurred,mo_descriptions,count_of_crime,charge_of_violations
90013,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-05,2010-01-05,100104198,34.0433,-118.2377,400    SEATON                       ST,0329,203,0159,0100,{'0329': 'Vandalized'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-04,2010-01-04,100104204,34.0504,-118.2409,1ST                          ST,0344 1609,108,0128,0805,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-04,2010-01-04,100104206,34.0442,-118.2439,500 S  SAN PEDRO                    ST,,710,0156,1700,{'nan': 'Unknown code'},1,1
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-04,2010-01-04,100104208,34.0480,-118.2577,7TH                          ST,0344,101,0162,0845,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-04,2010-01-04,100104209,34.0474,-118.2496,500 S  SPRING                       ST,0416,502,0153,1445,{'0416': 'Hit-Hit w/ weapon'},1,1
90079,los angeles,01,Central,210,ROBBERY,2010-01-05,2010-01-05,100104211,34.0489,-118.2453,3RD                          ST,0344 0400,102,0135,0005,"{'0344': 'Removes vict property', '0400': 'Force used'}",2,2
90017,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-04,2010-01-05,100104214,34.0502,-118.2574,600 S  FLOWER                       ST,0329,210,0152,2220,{'0329': 'Vandalized'},1,1
90015,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-05,2010-01-05,100104220,34.0359,-118.2648,15TH                         ST,,101,0192,0930,{'nan': 'Unknown code'},1,1
90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-01,2010-01-01,100104221,34.0617,-118.2469,500 N  FIGUEROA                     ST,0416 0417 0906,108,0111,0300,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0906': 'Gangs'}",3,3
90017,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-05,2010-01-05,100104226,34.0479,-118.2612,800 S  FIGUEROA                     ST,0344,108,0162,0750,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-05,2010-01-05,100104235,34.0452,-118.2534,700 S  BROADWAY,0400,203,0163,1345,{'0400': 'Force used'},1,1
90021,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-04,2010-01-06,100104248,34.0380,-118.2430,CERES,0416 1243,102,0158,2005,"{'0416': 'Hit-Hit w/ weapon', '1243': 'Co-habitants'}",2,2
90012,los angeles,01,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2010-01-05,2010-01-06,100104251,34.0661,-118.2476,1100    ALPINE                       ST,0400 2000,502,0101,2235,"{'0400': 'Force used', '2000': 'Domestic violence'}",2,2
90015,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-05,2010-01-05,100104253,34.0363,-118.2677,HOPE                         ST,0344 0346,102,0192,2300,"{'0344': 'Removes vict property', '0346': 'Snatch property and runs'}",2,2
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-05,2010-01-06,100104254,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0416 0906,101,0166,2350,"{'0416': 'Hit-Hit w/ weapon', '0906': 'Gangs'}",2,2
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-05,2010-01-06,100104255,34.0458,-118.2614,900 S  FLOWER                       ST,0416,102,0182,2045,{'0416': 'Hit-Hit w/ weapon'},1,1
90012,los angeles,01,Central,888,TRESPASSING,2010-01-06,2010-01-06,100104257,34.0581,-118.2371,900 N  ALAMEDA                      ST,,301,0111,0015,{'nan': 'Unknown code'},1,1
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-05,2010-01-06,100104260,34.0502,-118.2574,600 S  FLOWER                       ST,0344,502,0152,1430,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-06,2010-01-06,100104265,34.0464,-118.2402,3RD                          ST,,101,0138,0635,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-06,2010-01-06,100104268,34.0455,-118.2381,3RD,0400 0411 0429,102,0139,0400,"{'0400': 'Force used', '0411': 'Cut/stabbed', '0429': 'Vict knocked to ground'}",3,3
90013,los angeles,01,Central,110,CRIMINAL HOMICIDE,2010-01-05,2010-01-05,100104269,34.0458,-118.2430,400 E  4TH                          ST,0411,203,0138,1030,{'0411': 'Cut/stabbed'},1,1
90015,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-06,2010-01-06,100104270,34.0347,-118.2602,1400 S  LOS ANGELES                  ST,0305 0400 0416 0411,203,0195,1120,"{'0305': 'Attacks from rear', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0411': 'Cut/stabbed'}",4,4
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-06,2010-01-06,100104272,34.0383,-118.2540,1000    MAPLE                        AV,,101,0185,1330,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-05,2010-01-06,100104277,34.0413,-118.2338,500    MOLINO                       ST,0321 1609,101,0159,2200,"{'0321': 'Ransacked', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-08,2010-01-09,100104439,34.0368,-118.2546,11TH                         ST,0344 1402,102,0182,1740,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-06,2010-01-06,100104279,34.0428,-118.2461,600    SAN JULIAN                   ST,0344,102,0166,1040,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-05,2010-01-06,100104280,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0344,710,0156,2030,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-01,2010-01-06,100104283,34.0460,-118.2509,600 S  SPRING                       ST,0344,502,0164,1900,{'0344': 'Removes vict property'},1,1
90079,los angeles,01,Central,900,VIOLATION OF COURT ORDER,2010-01-06,2010-01-06,100104288,34.0549,-118.2426,200 W  TEMPLE                       ST,1501,725,0123,1000,{'1501': 'Other MO (see rpt)'},1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-05,2010-01-06,100104289,34.0554,-118.2390,400 N  LOS ANGELES                  ST,0344 1609,108,0111,1830,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-06,2010-01-06,100104290,34.0423,-118.2452,6TH,0305 0416 0417 0429 1402,101,0156,1310,"{'0305': 'Attacks from rear', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground', '1402': 'Evidence Booked (any crime)'}",5,5
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-07,2010-01-07,100104305,34.0515,-118.2424,100 N  LOS ANGELES                  ST,0400,726,0127,0250,{'0400': 'Force used'},1,1
90017,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-06,2010-01-07,100104306,34.0450,-118.2640,FIGUEROA,,108,0182,1915,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-06,2010-01-07,100104308,34.0442,-118.2439,SAN PEDRO                    ST,2000,101,0157,2110,{'2000': 'Domestic violence'},1,1
90071,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-06,2010-01-07,100104312,34.0547,-118.2505,GRAND                        AV,0344,101,0132,0820,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,354,THEFT OF IDENTITY,2010-01-05,2010-01-07,100104314,34.0479,-118.2612,800 S  FIGUEROA                     ST,0377,203,0162,0130,"{'0377': ""Takes vict's identification/driver license""}",1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-07,2010-01-07,100104319,34.0639,-118.2306,MAGDALENA,0344 1609,101,0118,0045,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2010-01-05,2010-01-07,100104321,34.0481,-118.2507,500 S  BROADWAY,1501,201,0153,1200,{'1501': 'Other MO (see rpt)'},1,1
90013,los angeles,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2010-01-07,2010-01-07,100104322,34.0477,-118.2393,400 E  2ND                          ST,0344,203,0128,0830,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-03,2010-01-07,100104325,34.0423,-118.2452,6TH,0344,102,0156,1730,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,956,"LETTERS, LEWD  -  TELEPHONE CALLS, LEWD",2010-01-05,2010-01-07,100104326,34.0442,-118.2439,500 S  SAN PEDRO                    ST,,710,0156,1400,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-01-06,2010-01-07,100104333,34.0481,-118.2542,600 S  OLIVE                        ST,0325 0416 0429 0906,406,0152,1635,"{'0325': 'Took merchandise', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '0906': 'Gangs'}",4,4
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-07,2010-01-07,100104339,34.0383,-118.2540,1000    MAPLE                        AV,1501,102,0185,1115,{'1501': 'Other MO (see rpt)'},1,1
90017,los angeles,01,Central,343,SHOPLIFTING-GRAND THEFT ($950.01 & OVER),2010-01-07,2010-01-07,100104340,34.0480,-118.2577,700 W  7TH                          ST,0325 1402,404,0162,1430,"{'0325': 'Took merchandise', '1402': 'Evidence Booked (any crime)'}",2,2
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-07,2010-01-07,100104360,34.0480,-118.2577,700 W  7TH                          ST,0344 0601,404,0162,1748,"{'0344': 'Removes vict property', '0601': 'Business'}",2,2
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-07,2010-01-07,100104364,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0400 0416 0432,101,0157,1030,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0432': 'Intimidation'}",3,3
90017,los angeles,01,Central,210,ROBBERY,2010-01-08,2010-01-08,100104384,34.0437,-118.2617,HOPE                         ST,0400 1300,101,0182,0005,"{'0400': 'Force used', '1300': 'Vehicle involved'}",2,2
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-08,2010-01-08,100104389,34.0453,-118.2499,600 S  MAIN                         ST,2000,101,0164,0030,{'2000': 'Domestic violence'},1,1
90079,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-08,2010-01-08,100104390,34.0524,-118.2467,200 S  BROADWAY,0416 2000,502,0133,0730,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2
90012,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-07,2010-01-07,100104401,34.0626,-118.2489,S  HARBOR                       FY,0329 1300,110,0121,0650,"{'0329': 'Vandalized', '1300': 'Vehicle involved'}",2,2
90014,los angeles,01,Central,310,BURGLARY,2010-01-07,2010-01-08,100104410,34.0467,-118.2485,500 S  MAIN                         ST,0344,502,0154,1900,{'0344': 'Removes vict property'},1,1
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-08,2010-01-08,100104411,34.0555,-118.2455,200 N  HILL                         ST,0400 0416 0906,716,0123,1225,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0906': 'Gangs'}",3,3
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-08,2010-01-08,100104420,34.0371,-118.2551,1100    MAPLE                        AV,,102,0185,1600,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2010-01-08,2010-01-08,100104427,34.0459,-118.2545,400 W  7TH                          ST,,203,0162,1620,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-08,2010-01-08,100104442,34.0445,-118.2558,800 S  HILL                         ST,0344,101,0163,1850,{'0344': 'Removes vict property'},1,1
90071,los angeles,01,Central,310,BURGLARY,2010-01-08,2010-01-09,100104445,34.0551,-118.2545,300 S  FIGUEROA                     ST,0344,203,0141,0645,{'0344': 'Removes vict property'},1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-08,2010-01-09,100104446,34.0607,-118.2494,FREMONT,0344 1609,101,0121,2200,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-09,2010-01-09,100104447,34.0402,-118.2329,MATEO,0344 1609,101,0159,2250,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90021,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-09,2010-01-09,100104448,34.0394,-118.2307,WILLOW                       ST,0400 0906,101,0159,2300,"{'0400': 'Force used', '0906': 'Gangs'}",2,2
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-08,2010-01-09,100104449,34.0415,-118.2332,500    MATEO                        ST,0344 1609,101,0159,2245,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90012,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-01-06,2010-01-09,100104453,34.0617,-118.2469,500 N  FIGUEROA                     ST,0329,122,0111,1500,{'0329': 'Vandalized'},1,1
90071,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-08,2010-01-09,100104454,34.0527,-118.2580,5TH                          ST,0344,101,0141,2245,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-09,2010-01-09,100104458,34.0446,-118.2450,500    SAN JULIAN                   ST,0400 0408 0432 2000,502,0156,0130,"{'0400': 'Force used', '0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0432': 'Intimidation', '2000': 'Domestic violence'}",4,4
90013,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-08,2010-01-08,100104459,34.0493,-118.2418,200 S  SAN PEDRO                    ST,0344,710,0138,1810,{'0344': 'Removes vict property'},1,1
90071,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-09,2010-01-09,100104461,34.0503,-118.2504,4TH                          ST,0416 0913 1243 1813 2000,102,0143,0100,"{'0416': 'Hit-Hit w/ weapon', '0913': 'Victim knew Suspect', '1243': 'Co-habitants', '1813': 'Susp is/was current/former spouse/co-habitant', '2000': 'Domestic violence'}",5,5
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-07,2010-01-09,100104469,34.0474,-118.2496,500 S  SPRING                       ST,0411 2000,502,0153,2230,"{'0411': 'Cut/stabbed', '2000': 'Domestic violence'}",2,2
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-09,2010-01-09,100104482,34.0493,-118.2418,300 E  2ND                          ST,0344 0358 1307 1609,108,0128,1200,"{'0344': 'Removes vict property', '0358': 'Forces Entry', '1307': 'Breaks window', '1609': 'Smashed'}",4,4
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-09,2010-01-09,100104483,34.0452,-118.2534,7TH                          ST,0344,210,0153,1130,{'0344': 'Removes vict property'},1,1
90071,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-08,2010-01-09,100104484,34.0578,-118.2520,100 S  FIGUEROA                     ST,0344,502,0131,2045,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-08,2010-01-09,100104486,34.0365,-118.2659,1500 S  GRAND                        AV,0400 0408 2000,502,0192,2145,"{'0400': 'Force used', '0408': 'Choked/uses choke hold/Strangulation/Suffocation', '2000': 'Domestic violence'}",3,3
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-09,2010-01-09,100104488,34.0444,-118.2407,400    TOWNE                        AV,0416,102,0148,1945,{'0416': 'Hit-Hit w/ weapon'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-09,2010-01-10,100104495,34.0493,-118.2418,300 E  2ND                          ST,0344 1609,108,0128,1130,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-09,2010-01-10,100104496,34.0423,-118.2452,6TH,0344,101,0156,2010,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-09,2010-01-10,100104497,34.0439,-118.2514,700 S  MAIN                         ST,2000,502,0174,1820,{'2000': 'Domestic violence'},1,1
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-10,2010-01-10,100104498,34.0488,-118.2553,600 W  6TH                          ST,0419 0334 0337,210,0152,0050,"{'0419': 'Pulled victims hair', '0334': 'Brandishes weapon', '0337': 'Demands money'}",3,3
90014,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-09,2010-01-10,100104499,34.0454,-118.2466,5TH,0416 0421,102,0146,2245,"{'0416': 'Hit-Hit w/ weapon', '0421': 'Threaten to kill'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-10,2010-01-10,100104502,34.0445,-118.2523,700 S  SPRING                       ST,0416,108,0163,0040,{'0416': 'Hit-Hit w/ weapon'},1,1
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-10,2010-01-10,100104506,34.0467,-118.2427,BOYD,,102,0138,0250,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-10,2010-01-10,100104507,34.0467,-118.2427,BOYD,,102,0138,0250,{'nan': 'Unknown code'},1,1
90071,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-10,2010-01-10,100104508,34.0544,-118.2535,3RD                          ST,0416 1243 2000,203,0142,0001,"{'0416': 'Hit-Hit w/ weapon', '1243': 'Co-habitants', '2000': 'Domestic violence'}",3,3
90015,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-10,2010-01-10,100104509,34.0312,-118.2615,1700    SANTEE                       ST,0329,102,0195,0115,{'0329': 'Vandalized'},1,1
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-10,2010-01-12,100104601,34.0637,-118.2440,800    ALPINE                       ST,0344,710,0111,1900,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-01-10,2010-01-10,100104511,34.0460,-118.2509,600 S  SPRING                       ST,0416 2000,502,0164,0545,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2
90013,los angeles,01,Central,932,PEEPING TOM,2010-01-10,2010-01-10,100104512,34.0449,-118.2415,500 E  4TH                          ST,,502,0148,0400,{'nan': 'Unknown code'},1,1
90021,los angeles,13,Newton,946,OTHER MISCELLANEOUS CRIME,2010-01-10,2010-01-10,100104515,34.0336,-118.2459,1200 E  OLYMPIC                      BL,1501,102,1303,1045,{'1501': 'Other MO (see rpt)'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-10,2010-01-10,100104517,34.0504,-118.2409,1ST,0344 1609,123,0127,1500,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90079,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-09,2010-01-10,100104518,34.0573,-118.2455,500 W  TEMPLE                       ST,0344,708,0112,1320,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,350,"THEFT, PERSON",2010-01-08,2010-01-10,100104519,34.0424,-118.2493,7TH,0346,102,0165,1650,{'0346': 'Snatch property and runs'},1,1
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-10,2010-01-10,100104520,34.0473,-118.2601,8TH,0344,210,0162,0300,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-10,2010-01-10,100104524,34.0395,-118.2622,OLIVE,,108,0182,1800,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-10,2010-01-10,100104525,34.0460,-118.2509,200 W  6TH                          ST,0416,102,0153,1805,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-10,2010-01-10,100104531,34.0467,-118.2520,BROADWAY,0371 0416 0906 1816,108,0153,2240,"{'0371': 'Gang affiliation questions asked/made gang statement', '0416': 'Hit-Hit w/ weapon', '0906': 'Gangs', '1816': 'Suspect is/was known gang member'}",4,4
90021,los angeles,01,Central,210,ROBBERY,2010-01-11,2010-01-11,100104533,34.0380,-118.2430,CERES                        AV,0335 0344 0421 0913,101,0158,0400,"{'0335': 'Cases location', '0344': 'Removes vict property', '0421': 'Threaten to kill', '0913': 'Victim knew Suspect'}",4,4
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-10,2010-01-11,100104534,34.0472,-118.2385,2ND                          ST,0344,108,0128,1400,{'0344': 'Removes vict property'},1,1
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-11,2010-01-11,100104536,34.0496,-118.2458,100 W  3RD                          ST,,210,0135,0120,{'nan': 'Unknown code'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-09,2010-01-11,100104540,34.0472,-118.2371,600 E  2ND                          ST,0344,108,0139,0700,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-09,2010-01-11,100104541,34.0486,-118.2339,VIGNES                       ST,0344,101,0129,2230,{'0344': 'Removes vict property'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-10,2010-01-11,100104544,34.0484,-118.2339,100 S  VIGNES                       ST,0344,101,0139,1400,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-08,2010-01-11,100104545,34.0453,-118.2499,MAIN                         ST,0344,101,0154,1130,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-01-09,2010-01-11,100104547,34.0439,-118.2514,100 W  7TH                          ST,0329,502,0164,1530,{'0329': 'Vandalized'},1,1
90071,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-11,2010-01-11,100104548,34.0578,-118.2520,100 S  FIGUEROA                     ST,0344,502,0131,0220,{'0344': 'Removes vict property'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-01-11,2010-01-11,100104560,34.0419,-118.2485,7TH,0344 0400 0416,101,0165,1150,"{'0344': 'Removes vict property', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon'}",3,3
90012,los angeles,01,Central,331,THEFT FROM MOTOR VEHICLE - GRAND ($400 AND OVER),2010-01-09,2010-01-11,100104563,34.0637,-118.2440,800    ALPINE                       ST,0344 1300,123,0111,1200,"{'0344': 'Removes vict property', '1300': 'Vehicle involved'}",2,2
90014,los angeles,01,Central,210,ROBBERY,2010-01-11,2010-01-11,100104568,34.0467,-118.2470,LOS ANGELES,0305 0344 0416 0429,102,0146,1500,"{'0305': 'Attacks from rear', '0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",4,4
90014,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-01-11,2010-01-11,100104577,34.0481,-118.2542,600 S  OLIVE                        ST,0344,218,0152,1515,{'0344': 'Removes vict property'},1,1
90015,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-01-11,2010-01-11,100104579,34.0311,-118.2646,100 W  WASHINGTON                   BL,0421,702,0195,1145,{'0421': 'Threaten to kill'},1,1
90013,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-10,2010-01-11,100104580,34.0484,-118.2338,900 E  1ST                          ST,0344 1609,101,0129,1400,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,510,VEHICLE - STOLEN,2010-01-11,2010-01-11,100104583,34.0423,-118.2595,OLYMPIC,,108,0182,0700,{'nan': 'Unknown code'},1,1
90012,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-11,2010-01-12,100104587,34.0558,-118.2400,500 N  MAIN                         ST,0416 0417,102,0111,1925,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",2,2
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-01-11,2010-01-12,100104592,34.0437,-118.2582,900 S  OLIVE                        ST,0400,108,0182,1920,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-11,2010-01-12,100104597,34.0419,-118.2485,7TH                          ST,0344,203,0165,0130,{'0344': 'Removes vict property'},1,1
90071,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-01-11,2010-01-12,100104600,34.0584,-118.2513,200 N  FIGUEROA                     ST,0344,101,0121,1200,{'0344': 'Removes vict property'},1,1
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-12,2010-01-12,100104620,34.0544,-118.2466,100 N  HILL                         ST,0400,725,0122,1045,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-01-11,2010-01-12,100104621,34.0452,-118.2534,7TH                          ST,0344,708,0163,1000,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-01-12,2010-01-12,100104632,34.0480,-118.2577,7TH                          ST,,102,0162,1200,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-01-12,2010-01-12,100104635,34.0412,-118.2436,6TH                          ST,0400 1402,102,0147,1415,"{'0400': 'Force used', '1402': 'Evidence Booked (any crime)'}",2,2
