Zipcode,City,Area ID,Area Name,Crime Code,Crime Code Description,Date Occurred,Date Reported,DR #,Latitude,Longitude,Location,MO Code,Premise Code,Reporting District,Time Occurred,mo_descriptions,count_of_crime,charge_of_violations
90013,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-04-13,2010-04-14,100100801,34.0459,-118.2351,900 E  3RD                          ST,0421,729,0139,1730,{'0421': 'Threaten to kill'},1,1
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-04-14,2010-04-14,100100802,34.0446,-118.2490,200 E  6TH                          ST,0914,101,0155,1515,{'0914': 'Other Felony'},1,1
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-04-14,2010-04-14,100100803,34.0494,-118.2599,700 S  FIGUEROA                     ST,0344 1402,203,0161,0915,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-04-15,2010-04-15,100100804,34.0428,-118.2461,SAN JULIAN                   ST,0433,101,0155,0335,{'0433': 'Makes victim kneel'},1,1
90014,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-04-15,2010-04-15,100100807,34.0460,-118.2509,600 S  SPRING                       ST,0344,102,0153,1740,{'0344': 'Removes vict property'},1,1
90012,los angeles,01,Central,920,KIDNAPPING - GRAND ATTEMPT,2010-04-15,2010-04-16,100100809,34.0673,-118.2354,COTTAGE HOME,,101,0105,2120,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,110,CRIMINAL HOMICIDE,2010-04-16,2010-04-16,100100811,34.0461,-118.2476,500 S  LOS ANGELES                  ST,1100,102,0154,0510,{'1100': 'Shots Fired'},1,1
90014,los angeles,01,Central,441,THEFT PLAIN - ATTEMPT,2010-04-16,2010-04-16,100100812,34.0467,-118.2556,7TH,1402,101,0152,0800,{'1402': 'Evidence Booked (any crime)'},1,1
90012,los angeles,01,Central,220,ATTEMPTED ROBBERY,2010-04-16,2010-04-16,100100813,34.0649,-118.2399,COLLEGE,0337 0355 0416 0417,101,0111,1800,"{'0337': 'Demands money', '0355': 'Demanded property other than money', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",4,4
90012,los angeles,01,Central,220,ATTEMPTED ROBBERY,2010-04-16,2010-04-16,100100814,34.0619,-118.2369,800 N  SPRING                       ST,0337 0400,102,0111,1815,"{'0337': 'Demands money', '0400': 'Force used'}",2,2
90014,los angeles,01,Central,210,ROBBERY,2010-04-16,2010-04-16,100100816,34.0435,-118.2471,6TH,0344 0416,102,0155,1830,"{'0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon'}",2,2
90021,los angeles,01,Central,236,INTIMATE PARTNER - AGGRAVATED ASSAULT,2010-04-15,2010-04-16,100100822,34.0364,-118.2406,7TH,0416 0417 0429 2000,101,0158,1400,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground', '2000': 'Domestic violence'}",4,4
90079,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-04-17,2010-04-17,100100826,34.0522,-118.2434,1ST,0329 1402,101,0124,1300,"{'0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",2,2
90013,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-04-17,2010-04-17,100100827,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0400 1402,710,0156,1845,"{'0400': 'Force used', '1402': 'Evidence Booked (any crime)'}",2,2
90012,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-04-17,2010-04-17,100100828,34.0582,-118.2387,CESAR E CHAVEZ               BL,0400 0421 0432 1402,102,0111,1900,"{'0400': 'Force used', '0421': 'Threaten to kill', '0432': 'Intimidation', '1402': 'Evidence Booked (any crime)'}",4,4
90021,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-04-17,2010-04-17,100100830,34.0394,-118.2405,6TH,0400 0416 0417,102,0158,2100,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",3,3
90014,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-04-18,2010-04-18,100100832,34.0488,-118.2518,500 S  HILL                         ST,0329,102,0153,0330,{'0329': 'Vandalized'},1,1
90012,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-04-17,2010-04-17,100100834,34.0582,-118.2387,CESAR E CHAVEZ               BL,0421 0432 1402,102,0111,1900,"{'0421': 'Threaten to kill', '0432': 'Intimidation', '1402': 'Evidence Booked (any crime)'}",3,3
90021,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-04-17,2010-04-17,100100835,34.0394,-118.2405,6TH,0400 0416 0417,102,0158,2100,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",3,3
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-20,2010-04-21,100100837,34.0449,-118.2458,500    WALL                         ST,2000,502,0156,1800,{'2000': 'Domestic violence'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-20,2010-04-21,100100838,34.0449,-118.2458,500    WALL                         ST,2000,502,0156,1750,{'2000': 'Domestic violence'},1,1
90021,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-21,2010-04-21,100100839,34.0346,-118.2323,7TH                          ST,0400 1300,101,0159,1230,"{'0400': 'Force used', '1300': 'Vehicle involved'}",2,2
90017,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-24,2010-04-24,100100842,34.0494,-118.2581,800    WILSHIRE                     BL,0416 0417 0429,108,0152,0100,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground'}",3,3
90012,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-04-23,2010-04-24,100100844,34.0656,-118.2374,400    GIN LING                     WY,0416 0417,207,0111,0130,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked'}",2,2
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-04-24,2010-04-25,100100848,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0411,710,0166,2015,{'0411': 'Cut/stabbed'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-24,2010-04-24,100100849,34.0460,-118.2509,600 S  SPRING                       ST,0400 0416 2000,502,0164,2025,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",3,3
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-04-24,2010-04-24,100100850,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0411,710,0166,2015,{'0411': 'Cut/stabbed'},1,1
90079,los angeles,01,Central,350,"THEFT, PERSON",2010-04-25,2010-04-25,100100853,34.0537,-118.2455,1ST,0344,101,0123,1415,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,442,SHOPLIFTING - PETTY THEFT ($950 & UNDER),2010-04-25,2010-04-26,100100854,34.0480,-118.2577,700 W  7TH                          ST,0325,404,0162,1950,{'0325': 'Took merchandise'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-26,2010-04-26,100100855,34.0460,-118.2509,600 S  SPRING                       ST,0416,502,0153,0130,{'0416': 'Hit-Hit w/ weapon'},1,1
90015,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-26,2010-04-27,100100856,34.0320,-118.2657,HILL                         ST,0416 0907 1402 2000,101,0195,0800,"{'0416': 'Hit-Hit w/ weapon', '0907': 'Narcotics (Buy-Sell-Rip)', '1402': 'Evidence Booked (any crime)', '2000': 'Domestic violence'}",4,4
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-10-26,2010-10-26,100101553,34.0446,-118.2490,200 E  6TH                          ST,1501,101,0155,1630,{'1501': 'Other MO (see rpt)'},1,1
90079,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-04-28,2010-04-28,100100857,34.0503,-118.2470,300 S  SPRING                       ST,0329,108,0134,0145,{'0329': 'Vandalized'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-04-29,2010-04-30,100100859,34.0420,-118.2468,500 S  SAN JULIAN                   ST,0416,501,0166,2315,{'0416': 'Hit-Hit w/ weapon'},1,1
90033,los angeles,04,Hollenbeck,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-04-29,2010-04-30,100100861,34.0486,-118.2192,200 E  BOYLE                        ST,0329,203,0453,1945,{'0329': 'Vandalized'},1,1
90014,los angeles,01,Central,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),2010-04-30,2010-04-30,100100862,34.0411,-118.2545,9TH,0311 0329 1402,102,0185,2005,"{'0311': 'Graffiti', '0329': 'Vandalized', '1402': 'Evidence Booked (any crime)'}",3,3
90017,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-01,2010-05-01,100100864,34.0494,-118.2599,700 S  FIGUEROA                     ST,0400,102,0161,1650,{'0400': 'Force used'},1,1
90014,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-05-02,2010-05-02,100100867,34.0481,-118.2507,300 W  5TH                          ST,0400,203,0153,1705,{'0400': 'Force used'},1,1
90079,los angeles,01,Central,888,TRESPASSING,2010-05-03,2010-05-03,100100868,34.0510,-118.2445,200 S  MAIN                         ST,,708,0135,0320,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-03,2010-05-03,100100869,34.0423,-118.2595,OLIVE                        ST,0334 0411 0906,108,0182,0220,"{'0334': 'Brandishes weapon', '0411': 'Cut/stabbed', '0906': 'Gangs'}",3,3
90079,los angeles,01,Central,755,BOMB SCARE,2010-05-03,2010-05-03,100100872,34.0540,-118.2435,200 N  SPRING                       ST,0404,725,0124,0746,"{'0404': 'Bomb Threat, no bomb'}",1,1
90021,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-05,2010-05-05,100100877,34.0377,-118.2425,7TH                          ST,0416,101,0158,1810,{'0416': 'Hit-Hit w/ weapon'},1,1
90015,los angeles,01,Central,310,BURGLARY,2010-05-05,2010-05-05,100100879,34.0416,-118.2620,1100 S  GRAND                        AV,0344,502,0182,1500,{'0344': 'Removes vict property'},1,1
90017,los angeles,01,Central,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",2010-05-05,2010-05-05,100100880,34.0480,-118.2577,700 W  7TH                          ST,0344 1402,203,0162,2125,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2
90031,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-06,2010-05-06,100100882,34.0721,-118.2213,BROADWAY,0416,103,0163,0100,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-05-06,2010-05-06,100100883,34.0467,-118.2520,6TH,0337 0344 0416,102,0153,0400,"{'0337': 'Demands money', '0344': 'Removes vict property', '0416': 'Hit-Hit w/ weapon'}",3,3
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-06,2010-05-07,100100887,34.0398,-118.2413,900 E  6TH                          ST,0416 0411,210,0158,1320,"{'0416': 'Hit-Hit w/ weapon', '0411': 'Cut/stabbed'}",2,2
90013,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-05-06,2010-05-06,100100888,34.0537,-118.2379,ALAMEDA,1402,101,0129,1345,{'1402': 'Evidence Booked (any crime)'},1,1
90014,los angeles,01,Central,210,ROBBERY,2010-05-06,2010-05-06,100100891,34.0428,-118.2461,600    SAN JULIAN                   ST,0344 0400,101,0166,1850,"{'0344': 'Removes vict property', '0400': 'Force used'}",2,2
90015,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-05-07,2010-05-07,100100892,34.0308,-118.2602,1700    MAPLE                        AV,0329,203,0195,0250,{'0329': 'Vandalized'},1,1
90079,los angeles,01,Central,910,KIDNAPPING,2010-05-07,2010-05-10,100100894,34.0495,-118.2494,4TH,0400 0418,501,0143,1000,"{'0400': 'Force used', '0418': 'Kidnapped'}",2,2
90079,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-05-08,2010-05-08,100100895,34.0489,-118.2453,3RD                          ST,1501,102,0135,2050,{'1501': 'Other MO (see rpt)'},1,1
90021,los angeles,01,Central,761,BRANDISH WEAPON,2010-05-09,2010-05-10,100100897,34.0382,-118.2384,1200 E  6TH                          ST,0416,101,0159,2315,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-05-10,2010-05-10,100100898,34.0474,-118.2496,5TH                          ST,0329,101,0144,0115,{'0329': 'Vandalized'},1,1
90012,los angeles,01,Central,310,BURGLARY,2010-05-10,2010-05-10,100100900,34.0673,-118.2354,400    COTTAGE HOME                 ST,0321 0344 1202 1402,501,0105,1105,"{'0321': 'Ransacked', '0344': 'Removes vict property', '1202': 'Aged (60 & over) or blind/crippled/unable to care for self', '1402': 'Evidence Booked (any crime)'}",4,4
90014,los angeles,01,Central,520,VEHICLE - ATTEMPT STOLEN,2010-05-12,2010-05-12,100100912,34.0419,-118.2485,7TH,0344 1402,101,0166,0355,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-05-12,2010-05-12,100100913,34.0419,-118.2485,7TH,0344 1402,101,0166,0355,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2
90013,los angeles,01,Central,210,ROBBERY,2010-05-13,2010-05-14,100100922,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0433,102,0157,0200,{'0433': 'Makes victim kneel'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-13,2010-05-14,100100924,34.0423,-118.2561,9TH,0416,101,0185,0130,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-13,2010-05-14,100100925,34.0423,-118.2452,600 S  SAN PEDRO                    ST,0416,101,0166,0120,{'0416': 'Hit-Hit w/ weapon'},1,1
90079,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-05-13,2010-05-13,100100928,34.0544,-118.2466,100 N  HILL                         ST,0344 1402,102,0122,1810,"{'0344': 'Removes vict property', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-13,2010-05-14,100100929,34.0388,-118.2574,9TH,0416 0417 0429 0907 1402,102,0185,2345,"{'0416': 'Hit-Hit w/ weapon', '0417': 'Kicked', '0429': 'Vict knocked to ground', '0907': 'Narcotics (Buy-Sell-Rip)', '1402': 'Evidence Booked (any crime)'}",5,5
90079,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-16,2010-05-16,100100932,34.0482,-118.2472,400 S  MAIN                         ST,0416 0906,501,0144,0100,"{'0416': 'Hit-Hit w/ weapon', '0906': 'Gangs'}",2,2
90015,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-05-17,2010-05-17,100100936,34.0437,-118.2652,11TH                         ST,0416 1222 2000,210,0182,1730,"{'0416': 'Hit-Hit w/ weapon', '1222': 'Homosexual/Gay', '2000': 'Domestic violence'}",3,3
90014,los angeles,01,Central,860,BATTERY WITH SEXUAL CONTACT,2010-05-16,2010-05-19,100100943,34.0423,-118.2452,600 S  SAN PEDRO,0401 0400 0510 1820,502,0166,0300,"{'0401': 'Bit', '0400': 'Force used', '0510': 'Kissed victims body/face', '1820': 'Friend'}",4,4
90017,los angeles,01,Central,440,THEFT PLAIN - PETTY ($950 & UNDER),2010-05-19,2010-05-20,100100946,34.0480,-118.2577,700 W  7TH                          ST,0344,203,0162,1200,{'0344': 'Removes vict property'},1,1
90071,los angeles,01,Central,649,DOCUMENT FORGERY / STOLEN FELONY,2010-05-19,2010-05-19,100100947,34.0535,-118.2560,400 S  FIGUEROA                     ST,,101,0141,1210,{'nan': 'Unknown code'},1,1
90014,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-05-19,2010-05-19,100100949,34.0446,-118.2450,5TH,0329 1300 2004,122,0153,0715,"{'0329': 'Vandalized', '1300': 'Vehicle involved', '2004': 'Suspect is homeless/transient'}",3,3
90014,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-05-19,2010-05-19,100100950,34.0401,-118.2504,800    WALL                         ST,,108,0176,1150,{'nan': 'Unknown code'},1,1
90015,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-05-20,2010-05-20,100100957,34.0357,-118.2593,1300 S  LOS ANGELES                  ST,,102,0195,1300,{'nan': 'Unknown code'},1,1
90079,los angeles,01,Central,946,OTHER MISCELLANEOUS CRIME,2010-05-21,2010-05-22,100100960,34.0540,-118.2435,200 N  SPRING                       ST,9999,725,0124,1600,{'9999': 'Indistinctive MO'},1,1
90012,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-05-22,2010-05-22,100100963,34.0649,-118.2289,200    LEROY                        ST,0416 2000,502,0118,2345,"{'0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",2,2
90071,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-05-22,2010-05-22,100100964,34.0535,-118.2560,400 S  FIGUEROA                     ST,0329 1609,210,0141,0220,"{'0329': 'Vandalized', '1609': 'Smashed'}",2,2
90017,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-23,2010-05-24,100100965,34.0462,-118.2628,800    JAMES M WOOD                 BL,0416 1402,504,0171,1745,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-24,2010-05-24,100100966,34.0461,-118.2476,500 S  LOS ANGELES                  ST,0411 1402,504,0154,0515,"{'0411': 'Cut/stabbed', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-24,2010-05-24,100100967,34.0453,-118.2499,600 S  MAIN                         ST,0408 0400 0416,503,0164,0230,"{'0408': 'Choked/uses choke hold/Strangulation/Suffocation', '0400': 'Force used', '0416': 'Hit-Hit w/ weapon'}",3,3
90012,los angeles,01,Central,930,CRIMINAL THREATS - NO WEAPON DISPLAYED,2010-05-28,2010-05-28,100100974,34.0615,-118.2336,1000    ALHAMBRA                     AV,0421 1402,101,0118,1735,"{'0421': 'Threaten to kill', '1402': 'Evidence Booked (any crime)'}",2,2
91201,burbank,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-30,2010-05-30,100100976,34.1779,-118.2962,5TH                          ST,0416 1402,102,0158,0720,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90012,los angeles,01,Central,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",2010-05-30,2010-05-30,100100978,34.0571,-118.2422,ARCADIA,0329,122,0111,0215,{'0329': 'Vandalized'},1,1
91201,burbank,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-30,2010-05-30,100100979,34.1779,-118.2962,5TH                          ST,0416,102,0158,0720,{'0416': 'Hit-Hit w/ weapon'},1,1
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-29,2010-05-29,100100980,34.0398,-118.2413,6TH                          ST,0416 1402,101,0157,1100,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90014,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-30,2010-05-30,100100981,34.0419,-118.2485,7TH                          ST,0416,101,0165,1800,{'0416': 'Hit-Hit w/ weapon'},1,1
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-05-31,2010-05-31,100100982,34.0478,-118.2454,200    BOYD                         ST,0416 1310,101,0138,1300,"{'0416': 'Hit-Hit w/ weapon', '1310': 'Victim in vehicle'}",2,2
90015,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-31,2010-05-31,100100983,34.0401,-118.2668,1300 S  FLOWER                       ST,0416 0429,502,0192,1935,"{'0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground'}",2,2
90014,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-05-31,2010-05-31,100100984,34.0461,-118.2476,5TH,0400 0401 0416,102,0154,2140,"{'0400': 'Force used', '0401': 'Bit', '0416': 'Hit-Hit w/ weapon'}",3,3
90017,los angeles,01,Central,210,ROBBERY,2010-05-31,2010-05-31,100100985,34.0480,-118.2577,700 W  7TH                          ST,0325 0416 1402,406,0162,1740,"{'0325': 'Took merchandise', '0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",3,3
90017,los angeles,01,Central,210,ROBBERY,2010-05-31,2010-06-01,100100986,34.0473,-118.2566,7TH,0344 0370 0400 0429,124,0162,2350,"{'0344': 'Removes vict property', '0370': 'Frisks victim/pats down victim/searches victim', '0400': 'Force used', '0429': 'Vict knocked to ground'}",4,4
90013,los angeles,01,Central,210,ROBBERY,2010-06-01,2010-06-01,100100987,34.0490,-118.2381,1ST,0337 0344 0400,101,0139,0030,"{'0337': 'Demands money', '0344': 'Removes vict property', '0400': 'Force used'}",3,3
90015,los angeles,01,Central,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",2010-06-01,2010-06-01,100100988,34.0333,-118.2620,16TH,0416 1402,101,0195,0045,"{'0416': 'Hit-Hit w/ weapon', '1402': 'Evidence Booked (any crime)'}",2,2
90012,los angeles,01,Central,330,BURGLARY FROM VEHICLE,2010-05-31,2010-05-31,100100989,34.0598,-118.2477,FIGUEROA,0344 1609,101,0121,1500,"{'0344': 'Removes vict property', '1609': 'Smashed'}",2,2
90014,los angeles,01,Central,220,ATTEMPTED ROBBERY,2010-06-02,2010-06-02,100100993,34.0435,-118.2471,6TH                          ST,0400 0416 0429 1402,101,0155,1950,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '0429': 'Vict knocked to ground', '1402': 'Evidence Booked (any crime)'}",4,4
90013,los angeles,01,Central,624,BATTERY - SIMPLE ASSAULT,2010-06-03,2010-06-04,100100995,34.0442,-118.2439,500 S  SAN PEDRO                    ST,0416,710,0156,2050,{'0416': 'Hit-Hit w/ weapon'},1,1
90012,los angeles,01,Central,626,INTIMATE PARTNER - SIMPLE ASSAULT,2010-06-04,2010-06-04,100100997,34.0668,-118.2301,200    SOTELLO                      ST,0400 0416 2000,108,0118,1430,"{'0400': 'Force used', '0416': 'Hit-Hit w/ weapon', '2000': 'Domestic violence'}",3,3
